/IN_AMP X,/IN_AMP Y,/OUT_AMP X,/OUT_AMP Y
3.365384615385e-10,-0.0005831600446893,3.365384615385e-10,0.0007813630542979242
3.368737864670435e-10,-0.0005565833204636404,3.368737864670435e-10,0.0007878273845767912
3.377601154070459e-10,-0.0004863358744595981,3.377601154070459e-10,0.0007964250799517567
3.390793763189702e-10,-0.0003817756987810446,3.390793763189702e-10,0.0007797067945116976
3.402552968239276e-10,-0.0002885762008871643,3.402552968239276e-10,0.0007384880651940218
3.426071378338425e-10,-0.0001021772050994037,3.426071378338425e-10,0.0006027752667398282
3.473108198536722e-10,0.0002414516052899177,3.473108198536722e-10,0.0002510925961226236
3.515400253114361e-10,0.0004700190623351089,3.515400253114361e-10,-2.86473487797464e-05
3.53654628040318e-10,0.0005843027908577044,3.53654628040318e-10,-0.0001255769110458005
3.557692307692e-10,0.0006985865193803,3.557692307692e-10,-0.0001936293914840059
3.56053729581043e-10,0.0006650137326737227,3.56053729581043e-10,-0.000200749856416518
3.566899758687634e-10,0.0005899323614296287,3.566899758687634e-10,-0.0002159101517672186
3.57670150044608e-10,0.0004742651699649242,3.57670150044608e-10,-0.000236759499509731
3.586020520641312e-10,0.000364294419893227,3.586020520641312e-10,-0.0002546105739399286
3.604658561031776e-10,0.0001443529197498326,3.604658561031776e-10,-0.0002883710202389377
3.641934641812704e-10,-0.0002955300805369565,3.641934641812704e-10,-0.0003581779441969382
3.660572682203168e-10,-0.000458083265303224,3.660572682203168e-10,-0.0003940200694166225
3.675448469411762e-10,-0.0005067127752178902,3.675448469411762e-10,-0.0004193887221169433
3.685560877146374e-10,-0.0005397706178245266,3.685560877146374e-10,-0.0004325998163198799
3.705785692615599e-10,-0.0006058863030377993,3.705785692615599e-10,-0.0004401563094151559
3.733520859447516e-10,-0.0006965536103557265,3.733520859447516e-10,-0.0003892565541783598
3.75e-10,-0.0007504245428748001,3.75e-10,-0.0003163931693956958
3.752673306692202e-10,-0.0007102151551363359,3.752673306692202e-10,-0.0003006775915434625
3.757706497928359e-10,-0.00063451058350346,3.757706497928359e-10,-0.0002693518337310991
3.766075365010266e-10,-0.0005086338846534429,3.766075365010266e-10,-0.0002096567699096493
3.774207495275934e-10,-0.0003863179603542469,3.774207495275934e-10,-0.0001428118923216219
3.79047175580727e-10,-0.0001416861117558548,3.79047175580727e-10,1.395594590938745e-05
3.823000276869942e-10,0.000347577585440929,3.823000276869942e-10,0.0003816019601449411
3.839264537401278e-10,0.000592209434039321,3.839264537401278e-10,0.0005734745123157566
3.847396667666946e-10,0.0006965583220942165,3.847396667666946e-10,0.000664473742192529
3.851939734431905e-10,0.0006992133698170606,3.851939734431905e-10,0.0007126696517100626
3.856482801196864e-10,0.0007018684175399047,3.856482801196864e-10,0.0007584287508278566
3.863525250566116e-10,0.0007059841481968468,3.863525250566116e-10,0.0008235729256883498
3.869917117029323e-10,0.0007097196668180475,3.869917117029323e-10,0.0008756598316059928
3.877488025744493e-10,0.000714144238364985,3.877488025744493e-10,0.0009271917273823409
3.886070534087421e-10,0.0007191600064377635,3.886070534087421e-10,0.0009704132084885578
3.89361152042607e-10,0.0007235670908242083,3.89361152042607e-10,0.0009933329996051009
3.90407027458436e-10,0.0007296793697865021,3.90407027458436e-10,0.001000093512907544
3.91723942353323e-10,0.0007373756508973541,3.91723942353323e-10,0.0009635352712529152
